TERM,CRN,COURSE_NO,SECT_TYPE,SECTION_NO,CAMPUS,SCHEDULE_TYPE,INSTRUCTIONAL_METHOD,MAX_ENROLLMENT,CURRENT_ENROLLMENT,SEAT_AVAIL,WAIT_CAP,WAIT_CURR,MEETING_TIMES,BEGIN_TIME,END_TIME,ROOM_NO,INS_ID
202010,12735,INTA100,CLAS,L55,F,LC,Arabic,75,73,2,100,0,Sun  Tue  Thr,13:00,13:50,GCR-12,18467
202010,12736,ARAB213,CLAS,L51,F,LC,Arabic,35,31,4,100,0,Sun  Tue  Thr,8:00,8:50,C01-E206,14377
202010,12737,ARAB213,CLAS,L53,F,LC,Arabic,35,33,2,100,0,Mon  Wed,14:00,15:15,C11-0101,15279
202010,12738,ARAB218,CLAS,L51,F,LC,Arabic,35,32,3,100,0,Mon  Wed,11:00,12:15,C04-0243,12430
202010,12739,BIOL496,CLAS,L51,F,SP,English,3,1,2,0,0,,:,:,-,18182
202010,12740,BIOL496,CLAS,L52,F,SP,English,3,3,0,0,0,,:,:,-,13642
202010,12741,BIOL496,CLAS,L53,F,SP,English,3,2,1,0,0,,:,:,-,12495
202010,12742,BIOL496,CLAS,L54,F,SP,English,3,2,1,0,0,,:,:,-,16026
202010,12743,BIOL496,CLAS,L55,F,SP,English,3,3,0,0,0,,:,:,-,10626
202010,12744,BIOL496,CLAS,L57,F,SP,English,3,1,2,0,0,,:,:,-,10579
202010,12745,BIOL496,CLAS,L58,F,SP,English,3,1,2,0,0,,:,:,-,16106
202010,12746,BIOL496,CLAS,L59,F,SP,English,1,1,0,0,0,,:,:,-,10397
202010,12748,BIOL496,CLAS,L61,F,SP,English,2,2,0,0,0,,:,:,-,14522
202010,12751,BIOL496,CLAS,L01,M,SP,English,1,1,0,0,0,,:,:,-,18182
202010,12753,BIOL496,CLAS,L03,M,SP,English,1,1,0,0,0,,:,:,-,11789
202010,12754,BIOL496,CLAS,L04,M,SP,English,1,1,0,0,0,,:,:,-,16106
202010,12755,BIOL496,CLAS,L05,M,SP,English,1,1,0,0,0,,:,:,-,14415
202010,12756,BIOL496,CLAS,L06,M,SP,English,1,1,0,0,0,,:,:,-,14415
202010,12759,BIOL497,CLAS,L51,F,SP,English,5,5,0,0,0,,:,:,-,10383
202010,12760,BIOL497,CLAS,L52,F,SP,English,3,1,2,0,0,,:,:,-,10626
202010,12761,BIOL497,CLAS,L53,F,SP,English,4,4,0,0,0,,:,:,-,14155
202010,12762,BIOL497,CLAS,L54,F,SP,English,1,1,0,0,0,,:,:,-,14522
202010,12763,BIOL497,CLAS,L55,F,SP,English,3,2,1,0,0,,:,:,-,13095
202010,12764,BIOL497,CLAS,L56,F,SP,English,3,3,0,0,0,,:,:,-,16158
202010,12765,BIOL497,CLAS,L57,F,SP,English,3,1,2,0,0,,:,:,-,16026
202010,12766,BIOL497,CLAS,L58,F,SP,English,3,3,0,0,0,,:,:,-,15311
202010,12767,BIOL497,CLAS,L59,F,SP,English,1,1,0,0,0,,:,:,-,16158
202010,12768,BIOL497,CLAS,L60,F,SP,English,2,2,0,0,0,,:,:,-,14415
202010,12771,MATH105,CLAS,L51,F,LL,Arabic,50,49,1,100,0,Mon  Wed,8:00,9:20,C01-E209,13071
202010,12771,MATH105,CLAS,L51,F,LL,Arabic,50,49,1,100,0,Tue,9:00,9:50,C01-D214,13071
202010,12772,MATH105,CLAS,L52,F,LL,Arabic,50,47,3,100,0,Sun  Tue,8:00,8:50,C01-D216,16634
202010,12772,MATH105,CLAS,L52,F,LL,Arabic,50,47,3,100,0,Thr,8:00,9:50,C01-D217,16634
202010,12773,MATH105,CLAS,L53,F,LL,Arabic,50,50,0,100,0,Sun  Tue,12:00,12:50,C01-D210,13071
202010,12773,MATH105,CLAS,L53,F,LL,Arabic,50,50,0,100,0,Thr,11:00,12:50,C01-D216,13071
202010,12774,MATH105,CLAS,L54,F,LL,Arabic,45,43,2,100,0,Mon  Wed,9:30,10:50,C01-B231,18425
202010,12774,MATH105,CLAS,L54,F,LL,Arabic,45,43,2,100,0,Thr,11:00,11:50,C01-B226,18425
202010,12776,MATH105,CLAS,L02,M,LL,Arabic,55,40,15,100,0,Sun  Tue,8:00,8:50,BCR-I110,13071
202010,12776,MATH105,CLAS,L02,M,LL,Arabic,55,40,15,100,0,Thr,8:00,9:50,BCR-I110,13071
202010,12777,MEDI401,CLAS,L01,M,LC,English,72,66,6,0,0,Mon Tue,8:00,13:20,-,16721
202010,12778,QURS301,CLAS,L01,M,LL,Arabic,15,9,6,0,0,Sun  Tue  Thr,9:00,9:50,H08-E111,12556
202010,12779,STAT151,LAB,B52,F,LB,English,30,19,11,0,0,Thr,11:00,11:50,C01-A201,18192
202010,12780,MATH101,LAB,B51,F,LB,English,40,40,0,0,0,Thr,14:00,14:50,C01-D218,10553
202010,12781,MATH101,LAB,B52,F,LB,English,50,46,4,0,0,Sun,13:00,13:50,C01-D218,10553
202010,12782,MATH101,LAB,B53,F,LB,English,50,47,3,0,0,Thr,13:00,13:50,C01-D214,16487
202010,12783,MATH101,LAB,B54,F,LB,English,40,35,5,0,0,Tue,14:00,14:50,C01-E209,16487
202010,12784,MATH101,LAB,B01,M,LB,English,40,31,9,0,0,Tue,13:00,13:50,B05-0213,16487
202010,12785,MATH101,LAB,B02,M,LB,English,40,40,0,0,0,Thr,13:00,13:50,H12-0166,10553
202010,12786,MATH101,CLAS,B03,M,LB,English,40,37,3,0,0,Thr,12:00,12:50,BCR-H214,16487
202010,12787,MATH101,LAB,B04,M,LB,English,40,38,2,0,0,Sun,12:00,12:50,H08-E104,10553
202010,12788,MATH101,LAB,B56,F,LB,English,50,45,5,0,0,Sun,12:00,12:50,C01-C201,16487
202010,12789,PHYS183,CLAS,L51,F,LC,English,30,38,-8,0,0,Sun  Tue,15:30,16:45,C01-D217,14472
202010,12790,PHYS183,LAB,B51,F,LB,English,15,19,-4,0,0,Mon,15:30,18:20,C01-A113,14472
202010,12791,STAT241,CLAS,L51,F,LC,English,25,6,19,100,0,Mon  Wed,11:00,12:15,C01-B226,14367
202010,12792,STAT312,CLAS,L51,F,LC,English,25,13,12,0,0,Sun  Tue  Thr,14:00,14:50,C01-A212,17548
202010,12795,MATH102,LAB,B51,F,LB,English,40,44,-4,0,0,Thr,14:00,14:50,C01-B231,12237
202010,12796,MATH102,LAB,B01,M,LB,English,40,37,3,0,0,Tue,13:00,13:50,BCR-I110,18651
202010,12797,MATH102,LAB,B02,M,LB,English,40,36,4,0,0,Thr,13:00,13:50,B05-0213,18651
202010,12798,MATH102,LAB,B53,F,LB,English,40,37,3,0,0,Tue,14:00,14:50,C01-B227,12237
202010,12799,SOWO309,CLAS,L54,F,LC,Arabic,40,35,5,0,0,Mon  Wed,11:00,12:15,GCR-29,15280
202010,12800,EDCI602,CLAS,L01,M,LC,Arabic,30,9,21,0,0,Tue,15:30,18:20,B04-0215,14364
202010,12801,EDEL603,CLAS,L02,M,LC,Arabic,30,11,19,0,0,Tue,15:30,18:20,B04-0203,13164
202010,12802,ACCT421,CLAS,L54,F,LC,Arabic,39,40,-1,40,0,Sun  Tue  Thr,13:00,13:50,H08-A106,15376
202010,12805,CHEM101,CLAS,L61,F,LC,English,45,34,11,100,0,Sun  Tue  Thr,13:00,13:50,C01-B229,18774
202010,12806,PHYS183,LAB,B52,F,LB,English,15,19,-4,0,0,Thr,15:30,18:20,C01-A113,14472
202010,12807,EDPE240,CLAS,L51,F,LL,Arabic,22,22,0,100,0,Mon,8:00,10:50,-,18727
202010,12807,EDPE240,CLAS,L51,F,LL,Arabic,22,22,0,100,0,Sun    Thr,8:00,8:50,B04-0216,18727
202010,12808,CVEN463,CLAS,L01,M,LC,English,25,35,-10,0,0,Mon  Wed,9:30,10:45,B05-0234,15306
202010,12809,CVEN350,CLAS,L01,M,LL,English,30,26,4,0,0,Sun  Tue  Thr,9:00,9:50,H12-0166,10557
202010,12809,CVEN350,CLAS,L01,M,LL,English,30,26,4,0,0,Thr,10:00,10:50,BCR-H110,10557
202010,12812,CMPS200,CLAS,L01,M,LC,English,36,32,4,100,0,Sun,12:00,12:50,B05-0204,19307
202010,12813,CMPS200,CLAS,L51,F,LC,English,49,50,-1,100,0,Tue,12:00,12:50,C01-D212,19307
202010,12814,EDPE240,CLAS,L01,M,LL,Arabic,20,13,7,100,0,Mon,8:00,10:50,-,18699
202010,12814,EDPE240,CLAS,L01,M,LL,Arabic,20,13,7,100,0,Sun    Thr,11:00,11:50,B05-0210,18699
202010,12815,EDPE210,CLAS,L03,M,LC,Arabic,20,12,8,100,0,Mon  Wed,11:00,12:15,-,14576
202010,12816,ARAB218,CLAS,L52,F,LC,Arabic,35,37,-2,100,0,Sun  Tue  Thr,9:00,9:50,C04-0252,18657
202010,12817,TURK101,CLAS,L51,F,LC,Turkish,35,34,1,100,0,Sun  Tue  Thr,10:00,10:50,B04-0202,18978
202010,12818,TURK101,CLAS,L52,F,LC,Turkish,35,35,0,100,0,Mon  Wed,8:00,9:15,C11-0101,18681
202010,12819,TURK101,CLAS,L01,M,LC,Turkish,35,11,24,100,0,Sun  Tue  Thr,8:00,8:50,H08-D204,18681
202010,12821,ARAB548,CLAS,L10,M,TH,Arabic,4,1,3,0,0,Thr,17:00,19:50,-,13661
202010,12824,MCOM103,CLAS,L70,F,LC,Arabic,52,45,7,100,0,Sun  Tue  Thr,13:00,13:50,GCR-20,10792
202010,12825,CMPS185,CLAS,L52,F,LC,Arabic,30,18,12,100,0,Sun  Tue  Thr,11:00,11:50,C07-0239,13170
202010,12826,MATH285,CLAS,L51,F,LC,English,45,37,8,100,0,Mon  Wed,11:00,12:15,C01-D217,16221
202010,12827,MATH285,CLAS,L01,M,LC,English,45,44,1,100,0,Sun  Tue,14:00,15:15,BCR-I110,16221
202010,12828,MATH102,LAB,B55,F,LB,English,40,31,9,0,0,Thr,13:00,13:50,C01-D211,12237
202010,12829,MATH102,LAB,B03,M,LB,English,40,40,0,0,0,Tue,9:00,9:50,BCR-E113,18651
202010,12830,DAWA310,CLAS,L51,F,LC,Arabic,45,10,35,0,0,Mon  Wed,15:30,16:45,C11-0339,18140
202010,12833,INTA308,CLAS,L52,F,LC,Arabic,75,69,6,100,0,Sun  Tue  Thr,10:00,10:50,GCR-13,18462
202010,12834,DAWA600,CLAS,L01,M,LC,Arabic,20,2,18,0,0,Sun,18:00,20:50,BCR-D222,16912
202010,12835,DENG699,CLAS,L41,M,TH,English,1,1,0,0,0,,:,:,-,13139
202010,12836,PUBH151,CLAS,L01,M,LL,English,125,117,8,0,0,Mon  Wed,8:00,9:20,I06-G.A6.01,18706
202010,12836,PUBH151,CLAS,L01,M,LL,English,125,117,8,0,0,Wed,9:30,11:20,H12-0125,18706
202010,12837,PUBH151,CLAS,L02,M,LL,English,65,36,29,0,0,Mon  Wed,8:00,9:15,-,18706
202010,12837,PUBH151,CLAS,L02,M,LL,English,65,36,29,0,0,Wed,9:30,11:20,-,18706
202010,12838,INTA440,CLAS,L55,F,LC,Arabic,65,73,-8,0,0,Sun  Tue,14:00,15:15,GCR-31,13670
202010,12839,INTA101,CLAS,L59,F,LC,Arabic,70,65,5,100,0,Sun  Tue  Thr,11:00,11:50,GCR-14,18641
202010,12841,DENG699,CLAS,L43,M,TH,English,1,1,0,0,0,,:,:,-,14350
202010,12842,DENG699,CLAS,L44,M,TH,English,1,1,0,0,0,,:,:,-,15298
202010,12844,DENG699,CLAS,L46,M,TH,English,1,1,0,0,0,,:,:,-,11962
202010,12845,GENG695,CLAS,L14,M,TH,English,1,1,0,0,0,,:,:,-,17520
202010,12848,GSCN100,CLAS,L52,F,LC,Arabic,40,31,9,100,0,Sun  Tue  Thr,13:00,13:50,C01-D201,14472
202010,12850,GSCN100,CLAS,L53,F,LC,Arabic,40,20,20,100,0,Sun  Tue  Thr,8:00,8:50,C01-D218,10639
202010,12851,CMPS205,CLAS,L52,F,LC,English,40,35,5,100,0,Sun  Tue  Thr,9:00,9:50,C07-0250,10614
202010,12852,CMPS312,LAB,B52,F,LB,English,16,13,3,0,0,Wed,14:00,16:50,C07-0103,13572
202010,12853,EDUC313,CLAS,L55,F,LC,Arabic,60,60,0,0,0,Mon  Wed,8:00,9:15,B04-0212,15999
202010,12856,BIOL420,CLAS,L51,F,LC,English,15,10,5,0,0,Sun  Tue,9:00,9:50,C01-B231,10583
202010,12857,MATH101,LAB,B55,F,LB,English,40,40,0,0,0,Tue,12:00,12:50,C01-D201,10553
202010,12858,MATH233,CLAS,L51,F,LC,English,35,30,5,100,0,Sun  Tue,14:00,15:15,C01-B231,11802
202010,12859,PUBH151,CLAS,L52,F,LL,English,40,35,5,0,0,Mon  Wed,8:00,9:20,I06-G.CL.01,17507
202010,12859,PUBH151,CLAS,L52,F,LL,English,40,35,5,0,0,Thr,12:00,13:50,C01-F110,17507
202010,12860,PUBH151,CLAS,L53,F,LL,English,40,37,3,0,0,Mon  Wed,11:00,12:20,I06-G.CL.05,17507
202010,12860,PUBH151,CLAS,L53,F,LL,English,40,37,3,0,0,Thr,9:00,10:50,C01-F207,17507
202010,12862,PUBH151,CLAS,L54,F,LL,English,40,28,12,0,0,Mon  Wed,11:00,12:20,I06-G.CL.01,17507
202010,12862,PUBH151,CLAS,L54,F,LL,English,40,28,12,0,0,Thr,12:00,13:50,C01-F204,17507
202010,12864,ENGL304,CLAS,L52,F,LC,English,30,33,-3,0,0,Sun  Tue,14:00,15:15,C04-0217,15450
202010,12865,LAWC102,CLAS,L53,F,LC,English,50,19,31,100,0,Sun  Tue  Thr,12:00,12:50,H08-C212,18711
202010,12867,LAWC204,CLAS,L01,M,LC,Arabic,45,46,-1,100,0,Sun  Tue  Thr,10:00,10:50,H08-D214,16741
202010,12868,ARAB200,CLAS,L76,F,LC,Arabic,55,17,38,100,0,Sun  Tue  Thr,13:00,13:50,GCR-39,17493
202010,12870,CMPS251,LAB,B02,M,LB,English,25,20,5,0,0,Sun,15:30,18:20,B06-0201,10652
202010,12871,PULW551,CLAS,L01,M,LC,Arabic,20,9,11,0,0,Tue,17:00,19:50,H08-E113,16777
202010,12872,MEDI101,LAB,B51,F,LB,English,40,26,14,0,0,Sun,12:00,14:50,I06-F.L1.07,10658
202010,12873,MEDI101,LAB,B52,F,LB,English,40,28,12,0,0,Tue,12:00,14:50,I06-F.L1.07,10658
202010,12874,MEDI101,LAB,B54,F,LB,English,40,36,4,0,0,Wed,14:00,16:50,I06-F.L1.07,10658
202010,12876,ENGL251,CLAS,119,F,LL,English,29,24,5,100,0,Mon  Wed,9:30,10:50,C07-0216,18969
202010,12876,ENGL251,CLAS,119,F,LL,English,29,24,5,100,0,Tue,10:00,11:50,C07-0216,18969
202010,12878,ENGL251,CLAS,120,F,LL,English,27,24,3,100,0,Mon  Wed,11:00,12:20,C07-0216,13096
202010,12878,ENGL251,CLAS,120,F,LL,English,27,24,3,100,0,Sun,11:00,12:50,C07-0216,13096
202010,12880,ENGL111,CLAS,138,F,LL,English,29,15,14,100,0,Sun   Wed,15:30,16:45,GCR-21,15232
202010,12880,ENGL111,CLAS,138,F,LL,English,29,15,14,100,0,Tue,15:30,17:10,C07-0153,15232
202010,12881,ENGL252,CLAS,110,F,LL,English,25,23,2,100,0,Mon  Wed,8:00,9:20,D01-0113,18175
202010,12881,ENGL252,CLAS,110,F,LL,English,25,23,2,100,0,Thr,9:00,10:50,D01-0113,18175
202010,12882,ENGL253,CLAS,105,F,LL,English,29,25,4,100,0,Mon,15:30,17:20,C11-0201,12288
202010,12882,ENGL253,CLAS,105,F,LL,English,29,25,4,100,0,Sun  Tue,14:00,15:20,C11-0201,12288
202010,12883,EDSE491,CLAS,L57,F,ST,Arabic,0,2,-2,0,0,Sun Mon Tue Wed Thr,7:00,13:50,-,18653
202010,12886,PHAR310,LAB,B52,F,LB,English,19,19,0,0,0,Thr,12:00,13:50,I06-G.CL.06,17877
202010,12887,GENC621,CLAS,L01,M,ST,English,0,2,-2,0,0,Sun,17:00,19:50,BCR-E113,16876
202010,12888,GENC610,CLAS,L01,M,LC,English,5,2,3,0,0,Mon,17:00,19:50,BCR-C201,18116
202010,12889,GENC611,CLAS,L01,M,LC,English,5,2,3,0,0,Thr,17:00,18:50,BCR-E112,10565
202010,12890,GENC612,CLAS,L01,M,LC,English,5,2,3,0,0,Wed,17:00,19:50,BCR-C201,14373
202010,12891,BIOM700,CLAS,L01,M,LC,English,10,6,4,0,0,Mon,17:00,19:50,BCR-H214,16635
202010,12892,BIOM710,CLAS,L01,M,LC,English,10,5,5,0,0,Tue,17:00,19:50,BCR-E113,14373
202010,12893,ENGL252,CLAS,4,M,LL,English,25,24,1,100,0,Sun  Tue,14:00,15:20,H08-D205,16193
202010,12893,ENGL252,CLAS,4,M,LL,English,25,24,1,100,0,Thr,15:30,17:20,H08-D205,16193
202010,12894,ENGL202,CLAS,132,F,LC,English,25,13,12,0,0,Mon  Wed,15:30,16:45,D01-0220,12294
202010,12895,DAWA600,CLAS,L51,F,LC,Arabic,20,9,11,0,0,Mon,17:00,19:50,C11-0210,16912
202010,12896,ELEC231,CLAS,L01,M,LC,English,0,32,-32,0,0,Sun  Tue,12:00,12:50,BCR-H214,12771
202010,12897,ELEC231,LAB,B01,M,LB,English,15,15,0,0,0,Tue,15:30,18:20,BCR-G210,12771
202010,12898,ELEC231,CLAS,L51,F,LC,English,0,28,-28,0,0,Sun  Tue,13:00,13:50,C07-0105,12771
202010,12899,ELEC231,LAB,B51,F,LB,English,15,15,0,0,0,Thr,15:30,18:20,C07-0101,12771
202010,12900,DAWA203,CLAS,L51,F,LC,Arabic,45,10,35,100,0,Sun  Tue,14:00,15:15,C11-0210,18693
202010,12901,DAWA203,CLAS,L52,F,LC,Arabic,45,19,26,100,0,Sun  Tue,15:30,16:45,C11-0339,18693
202010,12902,DAWA203,CLAS,L53,F,LC,Arabic,45,33,12,100,0,Mon  Wed,9:30,10:45,C11-0109,16438
202010,12903,DAWA203,CLAS,L55,F,LC,Arabic,45,23,22,100,0,Mon  Wed,14:00,15:15,C11-0337,13093
202010,12905,LAWC460,CLAS,L53,F,LC,English,10,6,4,0,0,Mon  Wed,18:30,19:45,H08-C211,13169
202010,12906,GSCN100,CLAS,L55,F,LC,Arabic,40,24,16,100,0,Sun  Tue  Thr,13:00,13:50,C01-B225,16330
202010,12907,GSCN100,CLAS,L01,M,LC,Arabic,40,7,33,100,0,Sun  Tue  Thr,8:00,8:50,BCR-C201,14472
202010,12912,EDPE210,CLAS,L51,F,LC,Arabic,45,46,-1,100,0,Sun  Tue  Thr,9:00,9:50,B04-0229,14576
202010,12913,EDSE491,CLAS,L05,M,ST,Arabic,0,7,-7,0,0,Sun Mon Tue Wed Thr,7:00,13:50,-,14363
202010,12914,BIOL420,LAB,B51,F,LB,English,15,10,5,0,0,Sun,14:00,16:50,C01-C103,10583
202010,12915,EDUC312,CLAS,L61,F,LC,Arabic,50,49,1,0,0,Mon  Wed,9:30,10:45,B04-0204,16240
202010,12916,EDUC481,CLAS,L52,F,ST,Arabic,0,11,-11,0,0,Sun Mon Tue Wed Thr,7:00,13:50,-,18179
202010,12917,ENGLW002,CLAS,110,F,LC,English,25,21,4,0,0,Mon  Wed,11:00,12:15,C01-F206,16132
202010,12917,ENGLW002,CLAS,110,F,LC,English,25,21,4,0,0,Sun  Tue  Thr,13:00,13:50,D01-0202,16132
202010,12918,ENGL111,CLAS,3,M,LL,English,25,23,2,100,0,Mon  Wed,9:30,10:50,-,18113
202010,12918,ENGL111,CLAS,3,M,LL,English,25,23,2,100,0,Tue,10:00,11:50,B05-0117,18113
202010,12919,FIQH701,CLAS,L01,M,LC,Arabic,20,5,15,0,0,Mon,17:00,19:50,H08-E111,11956
202010,12923,EMP523,CLAS,L01,M,LC,English,25,14,11,0,0,Thr,17:00,19:50,H08-D103,12543
202010,12924,MCOM103,CLAS,L71,F,LC,Arabic,52,47,5,100,0,Sun  Tue,14:00,15:15,GCR-20,17920
202010,12925,LAWC314,CLAS,L52,F,LL,Arabic,50,50,0,0,0,Mon  Wed,8:00,9:20,H08-A114,13885
202010,12925,LAWC314,CLAS,L52,F,LL,Arabic,50,50,0,0,0,Wed,9:30,10:50,H08-C212,13885
202010,12926,FINA201,CLAS,L05,M,LC,English,35,31,4,100,0,Sun  Tue,14:00,15:15,H08-E220,18958
202010,12927,ACCT221,CLAS,L03,M,LC,Arabic,40,37,3,40,0,Sun  Tue  Thr,13:00,13:50,H08-D214,15438
202010,12932,FIQH108,CLAS,L53,F,LC,Arabic,45,42,3,100,0,Mon  Wed,14:00,15:15,C11-0247,18499
202010,12934,CMPE498,CLAS,L61,F,SP,English,3,3,0,0,0,,:,:,-,10293
202010,12935,CMPE498,CLAS,L62,F,SP,English,2,1,1,0,0,,:,:,-,10614
202010,12936,CMPE498,CLAS,L63,F,SP,English,2,2,0,0,0,,:,:,-,12541
202010,12937,CMPE498,CLAS,L64,F,SP,English,3,3,0,0,0,,:,:,-,10439
202010,12938,CMPE498,CLAS,L65,F,SP,English,2,0,2,0,0,,:,:,-,18723
202010,12939,DAWA605,CLAS,L52,F,LC,Arabic,20,11,9,0,0,Wed,17:00,19:50,C11-0210,14571
202010,12940,DAWA307,CLAS,L52,F,LC,Arabic,35,25,10,0,0,Sun  Tue  Thr,12:00,12:50,C11-0209,16217
202010,12941,ELEC231,LAB,B02,M,LB,English,15,17,-2,0,0,Tue,15:30,18:20,BCR-G213,12771
202010,12943,GULF690,CLAS,L06,M,TH,English,2,1,1,0,0,,:,:,-,16682
202010,12944,ENGLR002,CLAS,112,F,LL,English,29,26,3,0,0,Mon  Wed,11:00,12:15,C04-0246,18169
202010,12944,ENGLR002,CLAS,112,F,LL,English,29,26,3,0,0,Sun  Tue,13:00,13:50,C07-0110,18169
202010,12944,ENGLR002,CLAS,112,F,LL,English,29,26,3,0,0,Thr,13:00,13:50,D01-0111,18169
202010,12945,MEDI101,CLAS,L54,F,LC,English,200,144,56,0,0,Mon  Wed,9:30,10:20,I06-G.A6.01,11010
202010,12946,MEDI101,LAB,B53,F,LB,English,40,23,17,0,0,Sun,9:00,11:50,I06-F.L1.07,10658
202010,12947,POPL499,CLAS,L56,F,SP,Arabic,0,14,-14,0,0,Mon  Wed,18:30,19:45,C04-0119,15774
202010,12949,TURK101,CLAS,L53,F,LC,Turkish,35,33,2,100,0,Sun  Tue  Thr,8:00,8:50,C07-0151,18206
202010,12950,MAKT406,CLAS,L55,F,LC,English,45,35,10,50,0,Sun  Tue,15:30,16:45,H08-B210,14132
202010,12951,PRLW690,CLAS,L06,M,TH,Arabic,2,2,0,0,0,,:,:,-,16888
202010,12952,PRLW690,CLAS,L05,M,TH,Arabic,2,2,0,0,0,,:,:,-,16552
202010,12953,PRLW690,CLAS,L08,M,TH,Arabic,1,0,1,0,0,,:,:,-,15363
202010,12954,PRLW690,CLAS,L07,M,TH,Arabic,2,1,1,0,0,,:,:,-,17940
202010,12955,PULW690,CLAS,L02,M,TH,Arabic,3,2,1,0,0,,:,:,-,14342
202010,12956,PULW690,CLAS,L01,M,TH,Arabic,2,2,0,0,0,,:,:,-,12253
202010,12957,PULW690,CLAS,L04,M,TH,Arabic,2,1,1,0,0,,:,:,-,10434
202010,12958,PULW690,CLAS,L05,M,TH,Arabic,2,2,0,0,0,,:,:,-,16777
202010,12960,CMPS151,CLAS,L02,M,LC,English,42,38,4,0,0,Sun  Tue,11:00,11:50,BCR-C213,10439
202010,12961,CMPS151,LAB,B03,M,LB,English,20,18,2,0,0,Mon,14:00,16:50,BCR-F212,10652
202010,12962,EMP504,CLAS,L01,M,LC,English,25,20,5,0,0,Mon,17:00,19:50,H08-D207,14350
202010,12963,CMPS151,CLAS,L53,F,LC,English,43,41,2,0,0,Sun  Tue,9:00,9:50,C01-E207,11897
202010,12964,GULF695,CLAS,L10,M,TH,English,1,1,0,0,0,,:,:,-,12488
202010,12965,GULF695,CLAS,L11,M,TH,English,1,0,1,0,0,,:,:,-,18097
202010,12966,GULF695,CLAS,L12,M,TH,English,3,3,0,0,0,,:,:,-,12673
202010,12967,STAT220,CLAS,L60,F,LC,English,45,25,20,0,0,Sun  Tue  Thr,8:00,8:50,H08-A113,13385
202010,12968,ENGL250,CLAS,121,F,LL,English,29,26,3,100,0,Mon,15:30,17:20,C07-0212,15219
202010,12968,ENGL250,CLAS,121,F,LL,English,29,26,3,100,0,Sun  Tue,14:00,15:20,C07-0212,15219
202010,12970,ENGL250,CLAS,6,M,LL,English,27,20,7,100,0,Mon,14:00,15:50,B05-0135,15228
202010,12970,ENGL250,CLAS,6,M,LL,English,27,20,7,100,0,Thr,14:00,15:20,B05-0135,15228
202010,12970,ENGL250,CLAS,6,M,LL,English,27,20,7,100,0,Wed,14:00,15:20,B05-0135,15228
202010,12971,ENGL250,CLAS,131,F,LL,English,29,28,1,100,0,Sun,15:30,16:50,C07-0214,12275
202010,12971,ENGL250,CLAS,131,F,LL,English,29,28,1,100,0,Tue,15:30,17:20,C07-0214,12275
202010,12971,ENGL250,CLAS,131,F,LL,English,29,28,1,100,0,Wed,15:30,16:50,C07-0214,12275
202010,12973,ENGL251,CLAS,122,F,LL,English,27,24,3,100,0,Mon,14:00,15:20,C07-0216,16139
202010,12973,ENGL251,CLAS,122,F,LL,English,27,24,3,100,0,Thr,14:00,15:20,C07-0216,16139
202010,12973,ENGL251,CLAS,122,F,LL,English,27,24,3,100,0,Wed,14:00,15:50,C07-0216,16139
202010,12975,ENGL251,CLAS,111,F,LL,English,27,23,4,100,0,Mon  Wed,9:30,10:50,D05-0228,12781
202010,12975,ENGL251,CLAS,111,F,LL,English,27,23,4,100,0,Tue,10:00,11:50,D05-0228,12781
202010,12976,ENGL252,CLAS,113,F,LL,English,25,21,4,100,0,Mon,14:00,15:50,D01-0113,12007
202010,12976,ENGL252,CLAS,113,F,LL,English,25,21,4,100,0,Thr,14:00,15:20,D01-0113,12007
202010,12976,ENGL252,CLAS,113,F,LL,English,25,21,4,100,0,Wed,14:00,15:20,D01-0113,12007
202010,12977,ENGL252,CLAS,5,M,LL,English,25,21,4,100,0,Mon,14:00,15:50,B05-0204,16193
202010,12977,ENGL252,CLAS,5,M,LL,English,25,21,4,100,0,Thr,14:00,15:20,B05-0204,16193
202010,12977,ENGL252,CLAS,5,M,LL,English,25,21,4,100,0,Wed,14:00,15:20,B05-0204,16193
202010,12978,ENGL252,CLAS,112,F,LL,English,25,24,1,100,0,Mon  Wed,11:00,12:20,D01-0113,16193
202010,12978,ENGL252,CLAS,112,F,LL,English,25,24,1,100,0,Tue,11:00,12:50,D01-0113,16193
202010,12979,ENGL252,CLAS,111,F,LL,English,25,23,2,100,0,Mon  Wed,9:30,10:50,D01-0113,18175
202010,12979,ENGL252,CLAS,111,F,LL,English,25,23,2,100,0,Sun,10:00,11:50,D01-0113,18175
202010,12980,ENGL253,CLAS,103,F,LL,English,29,21,8,100,0,Mon  Wed,9:30,10:50,C11-0201,13970
202010,12980,ENGL253,CLAS,103,F,LL,English,29,21,8,100,0,Tue,10:00,11:50,C11-0201,13970
202010,12981,ENGL253,CLAS,104,F,LL,English,29,26,3,100,0,Mon  Wed,11:00,12:20,C11-0201,13970
202010,12981,ENGL253,CLAS,104,F,LL,English,29,26,3,100,0,Sun,11:00,12:50,C11-0201,13970
202010,12983,ENGL499,CLAS,L53,F,SP,English,5,4,1,0,0,,:,:,-,15450
202010,12984,ENGL499,CLAS,L52,F,SP,English,5,5,0,0,0,,:,:,-,15288
202010,12985,ENGL499,CLAS,L54,F,SP,English,5,7,-2,0,0,,:,:,-,13662
202010,12986,ENGL499,CLAS,L51,F,SP,English,5,6,-1,0,0,,:,:,-,16492
202010,12987,ENGL500,CLAS,1,M,LC,English,25,7,18,100,0,Thr,14:00,17:20,H08-D111,16214
