TERM,CRN,COURSE_NO,SECT_TYPE,SECTION_NO,CAMPUS,SCHEDULE_TYPE,INSTRUCTIONAL_METHOD,MAX_ENROLLMENT,CURRENT_ENROLLMENT,SEAT_AVAIL,WAIT_CAP,WAIT_CURR,MEETING_TIMES,BEGIN_TIME,END_TIME,ROOM_NO,INS_ID
201910,10001,ENGL202,CLAS,101,F,LC,English,22,21,1,0,0,Sun  Tue  Thr,8:00,8:50,C07-0138,13598
201910,10002,ENGL202,CLAS,127,F,LC,English,22,24,-2,0,0,Sun  Tue  Thr,10:00,10:50,GCR-27,15235
201910,10003,ENGL203,CLAS,102,F,LC,English,20,20,0,0,0,Mon  Wed,8:00,9:20,D01-0220,12005
201910,10004,GENG106,CLAS,L01,M,LC,English,45,39,6,0,0,Sun  Tue,11:00,11:50,BCR-I110,10512
201910,10005,GENG107,CLAS,L01,M,LC,English,45,37,8,0,0,Mon  Wed,9:30,10:50,BCR-E113,12312
201910,10006,GENG107,CLAS,L02,M,LC,English,45,29,16,0,0,Mon  Wed,14:00,15:20,BCR-E113,12312
201910,10007,GENG200,CLAS,L01,M,LC,English,40,39,1,0,0,Mon  Wed,9:30,10:50,BCR-I111,12502
201910,10008,GENG300,CLAS,L01,M,LC,English,35,28,7,0,0,Sun  Tue,8:00,8:50,BCR-I210,17497
201910,10009,GENG300,CLAS,L02,M,LC,English,40,44,-4,0,0,Sun  Tue,11:00,11:50,BCR-I210,13314
201910,10010,GENG360,CLAS,L01,M,LC,English,35,29,6,0,0,Mon  Wed,9:30,10:50,BCR-I210,11962
201910,10011,CHME201,CLAS,L01,M,LC,English,30,21,9,0,0,Mon  Wed,9:30,10:50,BCR-I212,11967
201910,10012,CHME311,CLAS,L01,M,LC,English,30,17,13,0,0,Sun  Tue  Thr,9:00,9:50,BCR-H210,12405
201910,10013,CHME312,CLAS,L01,M,LC,English,30,13,17,0,0,Sun  Tue  Thr,10:00,10:50,BCR-E224,11962
201910,10014,CHME313,CLAS,L01,M,LC,English,30,17,13,0,0,Sun  Tue  Thr,11:00,11:50,BCR-H210,10425
201910,10015,CHME421,CLAS,L01,M,SP,English,4,4,0,0,0,Mon  Wed,11:00,12:20,BCR-E113,11965
201910,10016,CHME423,CLAS,L01,M,LC,English,30,15,15,0,0,Sun  Tue  Thr,11:00,11:50,BCR-G209,14316
201910,10017,ELEC312,CLAS,L01,M,LC,English,0,19,-19,0,-2,Sun  Tue  Thr,8:00,8:50,BCR-E201,12900
201910,10018,ELEC333,CLAS,L01,M,LC,English,0,1,-1,0,0,Mon,17:00,18:15,BCR-D222,12771
201910,10018,ELEC333,CLAS,L01,M,LC,English,0,1,-1,0,0,Wed,17:00,18:15,B05-0135,12771
201910,10019,CVEN321,CLAS,L01,M,LL,English,20,27,-7,0,0,Sun  Tue,13:00,13:50,BCR-H210,10150
201910,10019,CVEN321,CLAS,L01,M,LL,English,20,27,-7,0,0,Thr,13:00,14:50,BCR-H210,10150
201910,10020,CVEN330,CLAS,L01,M,LL,English,25,28,-3,0,0,Sun  Tue  Thr,11:00,11:50,BCR-D222,10149
201910,10020,CVEN330,CLAS,L01,M,LL,English,25,28,-3,0,0,Thr,15:30,16:20,BCR-I210,10149
201910,10021,CVEN340,CLAS,L01,M,LL,English,20,19,1,0,0,Sun  Tue  Thr,12:00,12:50,BCR-E224,13314
201910,10021,CVEN340,CLAS,L01,M,LL,English,20,19,1,0,0,Thr,17:00,17:50,BCR-C213,13314
201910,10022,CVEN402,CLAS,L01,M,SP,English,4,4,0,0,0,,:,:,-,14344
201910,10023,CVEN461,CLAS,L01,M,LL,English,25,20,5,0,0,Mon  Wed,9:30,10:50,BCR-D222,12871
201910,10023,CVEN461,CLAS,L01,M,LL,English,25,20,5,0,0,Thr,8:00,8:50,BCR-I217,12871
201910,10024,ENGL202,CLAS,2,M,LC,English,20,24,-4,0,0,Sun  Tue  Thr,10:00,10:50,B05-0212,12294
201910,10025,ENGL202,CLAS,3,M,LC,English,20,23,-3,0,0,Mon  Wed,11:00,12:20,B05-0210,13598
201910,10026,ENGL202,CLAS,4,M,LC,English,20,23,-3,0,0,Sun  Tue  Thr,11:00,11:50,B05-0211,15203
201910,10027,ENGL202,CLAS,5,M,LC,English,20,26,-6,0,0,Sun  Tue  Thr,12:00,12:50,B05-0212,16109
201910,10028,ENGL203,CLAS,5,M,LC,English,20,13,7,0,0,Sun  Tue  Thr,13:00,13:50,A06-0107,18175
201910,10029,MAGT101,CLAS,L51,F,LC,English,40,34,6,0,0,Sun  Tue  Thr,10:00,10:50,C07-0241,14015
201910,10030,MAGT101,CLAS,L52,F,LC,English,40,29,11,0,0,Mon  Wed,8:00,9:20,H08-A111,14586
201910,10031,MAGT101,CLAS,L53,F,LC,Arabic,40,29,11,0,0,Sun  Tue  Thr,13:00,13:50,H08-C225,15337
201910,10032,MAGT301,CLAS,L51,F,LC,English,40,18,22,0,0,Sun  Tue  Thr,9:00,9:50,H08-A104,10410
201910,10033,MAGT302,CLAS,L51,F,LC,English,40,22,18,0,0,Mon  Wed,11:00,12:20,H08-A221,15418
201910,10034,MAGT304,CLAS,L51,F,LC,English,40,30,10,0,0,Mon  Wed,11:00,12:20,H08-B103,13627
201910,10035,MAGT403,CLAS,L51,F,LC,English,40,16,24,0,0,Sun  Tue,14:00,15:20,H08-A103,13559
201910,10036,MAKT301,CLAS,L51,F,LC,English,40,12,28,0,0,Sun  Tue,14:00,15:20,H08-C225,14931
201910,10038,ECON112,CLAS,L51,F,LC,Arabic,40,38,2,0,0,Sun  Tue  Thr,13:00,13:50,H08-C227,18217
201910,10039,STAT220,CLAS,L51,F,LC,English,35,33,2,0,0,Mon  Wed,15:30,16:50,H08-C226,16236
201910,10040,STAT220,CLAS,L52,F,LC,English,35,37,-2,0,0,Sun  Tue,14:00,15:20,H08-B207,16830
201910,10041,MATH221,CLAS,L51,F,LC,English,35,31,4,0,0,Sun  Tue  Thr,9:00,9:50,H08-B204,14329
201910,10042,FINA201,CLAS,L51,F,LC,Arabic,35,39,-4,0,0,Mon  Wed,14:00,15:20,H08-A114,13125
201910,10043,FINA403,CLAS,L51,F,LC,English,35,24,11,0,0,Sun  Tue  Thr,10:00,10:50,H08-A106,17599
201910,10044,LAWC329,CLAS,L01,M,LC,Arabic,45,34,11,0,0,Mon  Wed,14:00,15:20,H08-E112,11722
201910,10045,LAWC321,CLAS,L01,M,LC,Arabic,52,52,0,0,0,Sun  Tue  Thr,11:00,11:50,H08-E204,13079
201910,10046,MCOM223,CLAS,L51,F,LC,Arabic,25,22,3,0,0,Sun  Tue  Thr,9:00,9:50,C04-0102,15278
201910,10047,ACCT110,CLAS,L02,M,LC,Arabic,42,40,2,0,0,Sun  Tue,14:00,15:20,H08-D103,16831
201910,10048,ACCT221,CLAS,L01,M,LC,English,40,32,8,0,0,Mon  Wed,8:00,9:20,H08-D103,16815
201910,10049,ACCT110,CLAS,L51,F,LC,English,45,44,1,0,0,Mon  Wed,9:30,10:50,H08-A104,14345
201910,10050,ACCT110,CLAS,L53,F,LC,English,45,48,-3,0,-3,Sun  Tue  Thr,13:00,13:50,H08-A104,14537
201910,10051,ACCT116,CLAS,L05,M,LC,Arabic,35,22,13,0,0,Sun  Tue  Thr,11:00,11:50,H08-D211,16833
201910,10052,ACCT116,CLAS,L51,F,LC,English,35,12,23,0,0,Mon  Wed,8:00,9:20,H08-C225,18405
201910,10053,ACCT222,CLAS,L51,F,LC,English,50,45,5,0,0,Sun  Tue  Thr,11:00,11:50,H08-C212,14353
201910,10055,ACCT331,CLAS,L51,F,LC,English,40,32,8,0,0,Mon  Wed,9:30,10:50,H08-A106,13576
201910,10056,ACCT333,CLAS,L51,F,LC,English,43,42,1,0,0,Mon  Wed,14:00,15:15,GCR-11,14062
201910,10057,ACCT421,CLAS,L51,F,LC,English,40,30,10,0,0,Mon  Wed,8:00,9:20,H08-A221,13077
201910,10060,FINA301,CLAS,L01,M,LC,English,35,21,14,0,0,Sun  Tue  Thr,11:00,11:50,H08-D213,15419
201910,10061,FINA302,CLAS,L01,M,LC,Arabic,40,40,0,0,0,Sun  Tue  Thr,9:00,9:50,H08-D103,15419
201910,10062,FINA303,CLAS,L01,M,LC,English,35,18,17,0,0,Sun  Tue  Thr,10:00,10:50,H08-D103,14354
201910,10063,MAKT301,CLAS,L01,M,LC,English,40,13,27,0,0,Sun  Tue  Thr,13:00,13:50,H08-D103,17944
201910,10065,MAKT302,CLAS,L01,M,LC,English,6,8,-2,0,0,Sun  Tue,14:00,15:20,H08-D114,14349
201910,10066,MAGT101,CLAS,L06,M,LC,Arabic,40,11,29,0,0,Mon  Wed,15:30,16:50,H08-D103,15374
201910,10067,MAGT302,CLAS,L01,M,LC,English,40,16,24,0,0,Mon  Wed,14:00,15:15,H08-D103,15418
201910,10068,MAGT304,CLAS,L01,M,LC,English,40,37,3,0,0,Mon  Wed,9:30,10:50,H08-D107,12543
201910,10069,MAGT405,CLAS,L01,M,LC,English,40,23,17,0,0,Mon  Wed,8:00,9:20,H08-D211,15436
201910,10070,MAGT301,CLAS,L01,M,LC,English,40,24,16,50,0,Sun  Tue  Thr,12:00,12:50,H08-D103,10410
201910,10071,MIST201,CLAS,L51,F,LC,English,34,22,12,0,0,Sun  Tue  Thr,8:00,8:50,H08-A204,16788
201910,10072,MIST201,CLAS,L52,F,LC,English,34,32,2,0,0,Sun  Tue  Thr,9:00,9:50,H08-A204,16788
201910,10073,MECH480,CLAS,L02,M,SP,English,0,3,-3,0,0,Thr,11:00,11:50,BCR-E112,18631
201910,10074,ARAB100,CLAS,L51,F,LC,Arabic,55,51,4,0,0,Sun  Tue  Thr,10:00,10:50,C04-0217,12840
201910,10075,ARAB100,CLAS,L52,F,LC,Arabic,55,51,4,0,0,Sun  Tue  Thr,8:00,8:50,GCR-33,16113
201910,10076,ARAB100,CLAS,L54,F,LC,Arabic,55,55,0,0,0,Sun  Tue  Thr,13:00,13:50,GCR-36,12578
201910,10077,ARAB100,CLAS,L56,F,LC,Arabic,55,50,5,0,0,Sun  Tue  Thr,13:00,13:50,GCR-31,15446
201910,10078,ARAB100,CLAS,L57,F,LC,Arabic,55,47,8,0,0,Sun  Tue,14:00,15:20,GCR-10,15446
201910,10079,ARAB100,CLAS,L59,F,LC,Arabic,55,52,3,0,0,Sun  Tue  Thr,10:00,10:50,GCR-35,15575
201910,10080,ARAB100,CLAS,L60,F,LC,Arabic,55,54,1,0,0,Sun  Tue  Thr,9:00,9:50,GCR-10,15575
201910,10081,ARAB100,CLAS,L61,F,LC,Arabic,55,51,4,0,0,Sun  Tue  Thr,10:00,10:50,GCR-36,16113
201910,10082,ARAB100,CLAS,L62,F,LC,Arabic,55,50,5,0,0,Sun  Tue  Thr,11:00,11:50,GCR-37,15446
201910,10083,ARAB100,CLAS,L63,F,LC,Arabic,55,51,4,0,0,Sun  Tue,14:00,15:15,B13-0203,17446
201910,10084,ARAB100,CLAS,L64,F,LC,Arabic,40,38,2,0,0,Sun  Tue  Thr,12:00,12:50,C04-0202,18754
201910,10085,ARAB100,CLAS,L65,F,LC,Arabic,55,49,6,0,0,Sun  Tue  Thr,13:00,13:50,GCR-34,14588
201910,10086,ARAB100,CLAS,L66,F,LC,Arabic,55,53,2,0,0,Sun  Tue  Thr,13:00,13:50,GCR-32,15575
201910,10087,ARAB100,CLAS,L01,M,LC,Arabic,50,43,7,0,0,Sun  Tue  Thr,11:00,11:50,H12-0168,14411
201910,10088,ARAB100,CLAS,L67,F,LC,Arabic,55,54,1,0,0,Sun  Tue  Thr,8:00,8:50,GCR-30,16033
201910,10089,CHME311,CLAS,L51,F,LC,English,45,43,2,0,0,Sun  Tue  Thr,9:00,9:50,C07-0178,15303
201910,10090,ARAB100,CLAS,L68,F,LC,Arabic,55,52,3,0,0,Sun  Tue  Thr,8:00,8:50,GCR-29,16273
201910,10091,ARAB100,CLAS,L02,M,LC,Arabic,50,40,10,0,0,Sun  Tue  Thr,9:00,9:50,H12-0172,14411
201910,10092,ARAB100,CLAS,L69,F,LC,Arabic,55,53,2,0,0,Sun  Tue  Thr,13:00,13:50,GCR-35,17493
201910,10093,CHME312,CLAS,L51,F,LC,English,45,45,0,0,0,Sun  Tue  Thr,11:00,11:50,C07-0149,18616
201910,10095,CHME313,CLAS,L51,F,LC,English,45,40,5,0,0,Sun  Tue  Thr,12:00,12:50,C07-0149,11967
201910,10096,CHME421,CLAS,L51,F,SP,English,4,4,0,0,0,Mon  Wed,8:00,9:20,-,11967
201910,10097,ARAB100,CLAS,L70,F,LC,Arabic,55,51,4,0,0,Sun  Tue  Thr,8:00,8:50,GCR-31,15291
201910,10098,CHME423,CLAS,L51,F,LC,English,25,29,-4,0,0,Sun  Tue  Thr,9:00,9:50,C07-0239,14316
201910,10099,ARAB200,CLAS,L51,F,LC,Arabic,35,31,4,0,0,Sun  Tue  Thr,8:00,8:50,GCR-34,12578
201910,10100,CHME324,LAB,L51,F,LB,English,12,15,-3,0,0,Sun,15:30,18:20,BCR-G224,12631
201910,10101,ARAB200,CLAS,L52,F,LC,Arabic,40,35,5,0,0,Sun  Tue  Thr,11:00,11:50,GCR-35,16033
201910,10102,ARAB200,CLAS,L53,F,LC,Arabic,40,40,0,0,0,Sun  Tue  Thr,9:00,9:50,GCR-09,14377
201910,10103,ARAB200,CLAS,L55,F,LC,Arabic,40,36,4,0,0,Sun  Tue  Thr,11:00,11:50,GCR-33,16113
201910,10104,ARAB200,CLAS,L56,F,LC,Arabic,40,35,5,0,0,Sun  Tue,14:00,15:20,GCR-09,13644
201910,10105,IENG330,CLAS,L51,F,LC,English,30,28,2,0,0,Mon  Wed,9:30,10:50,C07-0248,17613
201910,10106,IENG498,CLAS,L51,F,SP,English,5,5,0,0,0,Mon,14:00,15:20,C07-0252,15621
201910,10107,GENG106,CLAS,L51,F,LC,English,45,42,3,0,0,Sun  Tue,8:00,8:50,C07-0149,11842
201910,10108,GENG107,CLAS,L51,F,LC,English,45,42,3,0,0,Mon  Wed,8:00,9:20,C07-0178,11963
201910,10109,GENG107,CLAS,L52,F,LC,English,45,46,-1,0,0,Mon  Wed,14:00,15:20,C07-0105,10219
201910,10110,GENG111,CLAS,L51,F,LC,English,45,44,1,0,0,Sun  Tue,10:00,10:50,C07-0149,14459
201910,10111,GENG300,CLAS,L51,F,LC,English,30,29,1,0,0,Sun  Tue,8:00,8:50,C07-0178,13714
201910,10112,GENG300,CLAS,L52,F,LC,English,30,32,-2,0,0,Sun  Tue,10:00,10:50,C07-0248,13714
201910,10113,GENG360,CLAS,L51,F,LC,English,40,35,5,0,0,Mon  Wed,8:00,9:20,C07-0138,12982
201910,10114,GENG360,CLAS,L52,F,LC,English,40,34,6,0,0,Mon  Wed,14:00,15:20,C07-0178,15312
201910,10115,MAGT501,CLAS,L01,M,LC,English,30,7,23,0,0,Sun,18:00,20:50,H08-E112,14341
201910,10116,FINA605,CLAS,L01,M,LC,English,30,17,13,0,0,Sun,18:00,20:50,H08-E114,14574
201910,10117,MAGT615,CLAS,L01,M,SP,English,29,26,3,0,0,,:,:,-,14332
201910,10118,ACCT501,CLAS,L01,M,LC,English,30,7,23,0,0,Tue,18:00,20:50,H08-D211,10022
201910,10119,DAWA111,CLAS,L51,F,LC,Arabic,50,41,9,0,0,Mon  Wed,8:00,9:20,C11-0147,10418
201910,10120,DAWA111,CLAS,L52,F,LC,Arabic,50,41,9,0,0,Mon  Wed,8:00,9:20,C11-0333,13093
201910,10121,DAWA111,CLAS,L53,F,LC,Arabic,50,26,24,0,0,Mon  Wed,8:00,9:20,C11-0310,10588
201910,10122,DAWA111,CLAS,L54,F,LC,Arabic,50,39,11,0,0,Mon  Wed,11:00,12:15,GCR-19,18167
201910,10123,DAWA111,CLAS,L55,F,LC,Arabic,50,50,0,0,0,Sun  Tue  Thr,11:00,11:50,C01-D212,13415
201910,10124,DAWA111,CLAS,L56,F,LC,Arabic,50,49,1,0,0,Sun  Tue  Thr,12:00,12:50,C01-E201,13415
201910,10125,DAWA111,CLAS,L57,F,LC,Arabic,50,45,5,0,0,Mon  Wed,9:30,10:45,C01-E209,15431
201910,10127,DAWA111,CLAS,L60,F,LC,Arabic,50,44,6,0,0,Mon  Wed,11:00,12:20,C11-0147,15586
201910,10128,DAWA111,CLAS,L61,F,LC,Arabic,50,39,11,0,0,Mon  Wed,11:00,12:20,C11-0102,10588
201910,10131,LAWC101,CLAS,L51,F,LC,Arabic,63,59,4,0,0,Mon  Wed,8:00,9:20,H08-A107,16552
201910,10132,LAWC101,CLAS,L53,F,LC,Arabic,60,53,7,0,0,Sun  Tue  Thr,10:00,10:50,H08-A107,14538
201910,10134,DAWA111,CLAS,L01,M,LC,Arabic,50,43,7,0,0,Mon  Wed,8:00,9:20,B05-0231,12589
201910,10135,DAWA111,CLAS,L02,M,LC,Arabic,15,1,14,0,0,Mon  Wed,15:30,16:50,H08-E203,14466
201910,10136,LAWC348,CLAS,L51,F,LC,Arabic,55,69,-14,0,0,Sun  Tue  Thr,13:00,13:50,H08-A103,15363
201910,10137,LAWC214,CLAS,L51,F,LC,Arabic,45,63,-18,0,0,Sun  Tue  Thr,9:00,9:50,H08-B207,15763
201910,10138,DAWA111,CLAS,L04,M,LC,Arabic,50,41,9,0,0,Sun  Tue,15:30,16:50,H08-E203,18140
201910,10139,LAWC314,CLAS,L51,F,LL,Arabic,55,49,6,0,0,Mon  Wed,15:30,16:50,H08-B114,15706
201910,10139,LAWC314,CLAS,L51,F,LL,Arabic,55,49,6,0,0,Tue,15:30,16:20,H08-B212,15706
201910,10140,LAWC321,CLAS,L51,F,LC,Arabic,53,48,5,0,0,Sun  Tue  Thr,8:00,8:50,H08-A114,13079
201910,10141,LAWC323,CLAS,L51,F,LC,Arabic,45,24,21,0,0,Sun  Tue  Thr,8:00,8:50,H08-A113,13819
201910,10143,LAWC101,CLAS,L01,M,LC,Arabic,60,48,12,0,0,Sun  Tue  Thr,13:00,13:50,H08-D207,14577
201910,10144,GEOG344,CLAS,L51,F,LC,Arabic,45,37,8,0,0,Sun  Tue,15:30,16:50,C04-0244,10266
201910,10145,CHEM101,CLAS,L51,F,LC,English,50,44,6,0,0,Sun  Tue  Thr,8:00,8:50,C01-B226,14382
201910,10146,CHEM101,CLAS,L52,F,LC,English,50,51,-1,0,0,Sun  Tue  Thr,9:00,9:50,C01-B227,14307
201910,10147,CHEM101,CLAS,L53,F,LC,English,50,52,-2,0,-2,Sun  Tue  Thr,10:00,10:50,C01-B227,14061
201910,10148,CHEM102,CLAS,L51,F,LC,English,45,42,3,0,-1,Sun  Tue  Thr,9:00,9:50,C01-B226,13621
201910,10149,CHEM351,CLAS,L51,F,LC,English,45,31,14,0,0,Sun  Tue  Thr,9:00,9:50,C01-B225,14395
201910,10150,CHEM351,CLAS,L52,F,LC,English,45,40,5,0,0,Sun  Tue  Thr,11:00,11:50,C01-B227,18708
201910,10155,BIOM217,CLAS,L51,F,LC,English,0,33,-33,0,0,Sun  Tue,8:00,8:50,C01-A212,16876
201910,10156,BIOM217,LAB,B51,F,LB,English,0,16,-16,0,0,Mon,9:30,12:20,C01-D118,16876
201910,10157,BIOM324,CLAS,L51,F,LC,English,0,36,-36,0,0,Sun,9:00,9:50,C01-D216,10582
201910,10158,BIOM426,CLAS,L51,F,LC,English,0,36,-36,0,0,Sun  Tue,14:00,14:50,C01-E202,13666
201910,10159,BIOM426,LAB,B51,F,LB,English,0,18,-18,0,0,Mon,11:00,13:50,C01-D122,13666
201910,10160,BIOM346,CLAS,L51,F,LC,English,0,34,-34,0,0,Mon  Wed,8:00,9:15,C01-D217,10544
201910,10161,BIOM346,LAB,B51,F,LB,English,0,18,-18,0,0,Sun,11:00,13:50,C01-D120,10544
201910,10162,BIOM346,LAB,B52,F,LB,English,0,16,-16,0,0,Tue,11:00,13:50,C01-D120,10544
201910,10163,BIOM452,CLAS,L51,F,LC,English,0,26,-26,0,0,Sun  Tue,8:00,8:50,GCR-18,14035
201910,10164,BIOM452,LAB,B51,F,LB,English,0,12,-12,0,0,Wed,14:00,16:50,C01-D122,14035
201910,10165,NUTR221,CLAS,L51,F,LC,English,20,11,9,0,0,Sun  Tue,8:00,8:50,C01-E202,16799
201910,10166,NUTR451,CLAS,L51,F,LC,English,28,28,0,0,0,Mon  Wed,11:00,12:20,C01-E202,16799
201910,10167,MATH101,CLAS,L51,F,LC,English,45,45,0,0,0,Sun  Tue,14:00,15:20,C01-D215,10680
201910,10168,MATH101,CLAS,L54,F,LC,English,45,45,0,0,0,Mon  Wed,14:00,15:20,GCR-39,18138
201910,10169,MATH102,CLAS,L51,F,LC,English,45,46,-1,0,0,Sun  Tue,14:00,15:20,C01-D212,11802
201910,10171,MATH102,CLAS,L53,F,LC,English,45,49,-4,0,0,Mon  Wed,9:30,10:50,C01-D218,10593
201910,10172,MATH119,CLAS,L51,F,LC,English,35,26,9,0,0,Sun  Tue  Thr,8:00,8:50,C01-D218,16634
201910,10173,MATH119,CLAS,L52,F,LC,English,35,27,8,0,0,Sun  Tue,14:00,15:20,C01-D214,16487
201910,10174,MATH211,CLAS,L51,F,LC,English,40,48,-8,0,0,Sun  Tue,14:00,15:20,C01-D217,11785
201910,10175,MATH211,CLAS,L52,F,LC,English,40,38,2,0,0,Mon  Wed,11:00,12:15,C01-E203,13633
201910,10176,MATH217,CLAS,L51,F,LC,English,40,21,19,0,0,Sun  Tue  Thr,14:00,15:20,C07-0239,18171
201910,10177,MATH217,CLAS,L52,F,LC,English,40,31,9,0,0,Mon  Wed,11:00,12:15,C01-B230,18171
201910,10177,MATH217,CLAS,L52,F,LC,English,40,31,9,0,0,Sun,13:00,13:50,C01-D211,18171
201910,10178,MATH231,CLAS,L51,F,LC,English,40,41,-1,0,0,Sun  Tue,14:00,15:20,C01-D216,16221
201910,10179,MATH101,CLAS,L02,M,LC,English,45,49,-4,0,0,Mon  Wed,8:00,9:20,H12-0165,16221
201910,10180,MATH119,CLAS,L02,M,LC,English,25,19,6,0,0,Sun  Tue  Thr,10:00,10:50,H12-0162,14528
201910,10181,MATH211,CLAS,L01,M,LC,English,40,43,-3,0,0,Sun  Tue  Thr,12:00,12:50,BCR-H210,10254
201910,10182,MATH211,CLAS,L02,M,LC,English,40,39,1,0,0,Mon  Wed,8:00,9:20,BCR-I111,11785
201910,10183,MATH217,CLAS,L01,M,LC,English,45,37,8,0,0,Sun    Thr,12:00,12:50,BCR-I111,13633
201910,10183,MATH217,CLAS,L01,M,LC,English,45,37,8,0,0,Tue,12:00,13:50,BCR-E112,13633
201910,10184,MATH217,CLAS,L02,M,LC,English,45,24,21,0,0,Mon  Wed,8:00,9:20,BCR-D222,13633
201910,10184,MATH217,CLAS,L02,M,LC,English,45,24,21,0,0,Thr,13:00,13:50,BCR-I110,13633
201910,10185,ENGL150,CLAS,L51,F,LC,English,20,16,4,0,-1,Sun  Tue  Thr,11:00,11:50,C07-0243,18705
201910,10186,ENGL150,CLAS,L54,F,LC,English,20,17,3,0,0,Sun  Tue  Thr,8:00,8:50,C04-0219,18121
201910,10187,SOCI200,CLAS,L51,F,LC,Arabic,50,55,-5,0,0,Mon  Wed,11:00,12:20,GCR-34,14744
201910,10188,CHEM101,CLAS,L01,M,LC,English,50,42,8,0,0,Sun  Tue  Thr,9:00,9:50,B05-0231,18650
201910,10189,CHEM103,LAB,L01,M,LB,English,20,19,1,0,0,Sun,8:00,10:50,BCR-E210,16274
201910,10190,CHEM103,LAB,L03,M,LB,English,20,19,1,0,0,Mon,9:30,12:20,BCR-E210,13674
201910,10191,SOCI360,CLAS,L51,F,LC,Arabic,50,47,3,0,0,Mon  Wed,8:00,9:20,C01-E209,11678
201910,10192,SOCI361,CLAS,L51,F,LC,Arabic,50,56,-6,0,0,Mon  Wed,9:30,10:50,GCR-31,16056
201910,10193,CHEM211,LAB,B01,M,LB,English,15,6,9,0,0,Sun,15:30,18:20,BCR-E217,16330
201910,10194,SOCI462,CLAS,L51,F,LC,Arabic,40,39,1,0,0,Sun  Tue,14:00,15:20,C04-0252,15466
201910,10195,SOWO101,CLAS,L51,F,LC,Arabic,50,44,6,0,0,Mon  Wed,11:00,12:20,GCR-37,15289
201910,10196,BIOL101,CLAS,L52,F,LC,English,45,49,-4,0,0,Mon  Wed,9:30,10:50,C01-C201,16026
201910,10197,BIOL101,CLAS,L51,F,LC,English,45,39,6,0,0,Mon  Wed,8:00,9:20,C01-D201,15311
201910,10198,BIOL101,LAB,B54,F,LB,English,12,12,0,0,0,Mon,9:30,12:20,C01-C106,13620
201910,10199,BIOL101,LAB,B56,F,LB,English,12,13,-1,0,0,Mon,14:00,16:50,C01-C115,15627
201910,10200,BIOL101,LAB,B51,F,LB,English,12,12,0,0,0,Sun,11:00,13:50,C01-C106,14473
201910,10201,BIOL101,LAB,B52,F,LB,English,12,14,-2,0,0,Sun,14:00,16:50,C01-C106,15627
201910,10202,BIOL221,CLAS,L51,F,LC,English,37,47,-10,0,0,Sun  Tue,8:00,8:50,C01-B231,10626
201910,10203,BIOL221,LAB,B51,F,LB,English,12,14,-2,0,0,Sun,11:00,13:50,C01-C109,16662
201910,10204,BIOL241,CLAS,L51,F,LC,English,30,33,-3,0,0,Sun  Tue,9:00,9:50,C01-B231,10383
201910,10205,BIOL362,CLAS,L51,F,LC,English,30,25,5,0,0,Mon  Wed,9:30,10:50,C01-B231,10384
201910,10206,BIOL362,LAB,B51,F,LB,English,13,11,2,0,0,Tue,14:00,16:50,C01-C106,12853
201910,10207,CHEM103,LAB,L51,F,LB,English,24,24,0,0,0,Mon,9:30,12:20,C01-B105,13150
201910,10208,CHEM103,LAB,L52,F,LB,English,24,18,6,0,0,Sun,9:00,11:50,C01-C213,10386
201910,10209,CHEM103,LAB,L53,F,LB,English,24,20,4,0,0,Thr,12:00,14:50,C01-B105,18774
201910,10210,CHEM103,LAB,L54,F,LB,English,24,19,5,0,0,Tue,9:00,11:50,C01-C213,13150
201910,10211,CHEM103,LAB,L55,F,LB,English,24,20,4,0,0,Tue,9:00,11:50,C01-B105,10386
201910,10212,CHEM211,LAB,B52,F,LB,English,20,18,2,0,0,Mon,14:00,16:50,C01-B109,10163
201910,10213,CHEM101,CLAS,L54,F,LC,English,50,44,6,0,0,Sun  Tue  Thr,11:00,11:50,C01-B226,18774
201910,10214,PHYS110,CLAS,L51,F,LC,English,45,45,0,0,0,Mon  Wed,8:00,9:20,C01-B230,12798
201910,10214,PHYS110,CLAS,L51,F,LC,English,45,45,0,0,0,Thr,10:00,10:50,C01-B231,12798
201910,10215,PHYS111,LAB,L51,F,LB,English,12,14,-2,0,0,Sun,14:00,16:50,C01-A113,18149
201910,10216,PHYS191,CLAS,L51,F,LC,English,45,46,-1,0,0,Mon  Wed,9:30,10:50,C01-D211,12800
201910,10216,PHYS191,CLAS,L51,F,LC,English,45,46,-1,0,0,Thr,13:00,13:50,C01-D201,12800
201910,10217,PHYS191,CLAS,L52,F,LC,English,45,47,-2,0,0,Sun    Thr,12:00,12:50,C01-D210,10664
201910,10217,PHYS191,CLAS,L52,F,LC,English,45,47,-2,0,0,Tue,12:00,13:50,C01-D201,10664
201910,10218,PHYS191,CLAS,L53,F,LC,English,45,53,-8,0,0,Mon  Wed,9:30,10:50,C01-D217,10118
201910,10218,PHYS191,CLAS,L53,F,LC,English,45,53,-8,0,0,Thr,13:00,13:50,C01-D216,10118
201910,10219,PHYS192,LAB,L51,F,LB,English,18,20,-2,0,0,Mon,14:00,16:50,C01-A114,18149
201910,10220,PHYS192,LAB,L52,F,LB,English,18,16,2,0,0,Wed,14:00,16:50,C01-A114,13731
201910,10222,PHYS193,CLAS,L51,F,LC,English,45,42,3,0,0,Mon  Wed,9:30,10:50,C01-D210,15264
